date,class,title,subtitle,audience,likes,comments,url
2026-09-20,G · 周末宏观大稿,Mixed Signals,Preparing for the week ahead.,only_paid,9,0,https://thesetupfactory.substack.com/p/mixed-signals-73a
2026-09-16,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,,founding,5,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-406
2026-09-16,G · 周末宏观大稿,FOMC Special,What TSF Is,only_paid,16,0,https://thesetupfactory.substack.com/p/fomc-special
2026-09-13,B · TSF Focus Stocks,TSF Focus Stocks 13/9-2026,The focus list is ready.,only_paid,10,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-129-2026
2026-09-13,G · 周末宏观大稿,Inflection Point,Preparing for the week ahead.,only_paid,13,2,https://thesetupfactory.substack.com/p/inflection-point-44e
2026-09-11,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,"Welcome to TSF.
• A 4x weekly swing trading publication
• A private Discord community of 400+ traders
• The Setup Factory Analytics Platform— a propri",founding,2,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-36c
2026-09-10,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,,founding,2,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-bcc
2026-09-10,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio -- Short Note,,founding,2,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-short
2026-09-09,G · 周末宏观大稿,Maximum Flexibility Required,A split market,only_paid,14,0,https://thesetupfactory.substack.com/p/maximum-flexibility-required
2026-09-06,B · TSF Focus Stocks,TSF Focus Stocks 6/9-2026,The focus list is ready.,only_paid,13,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-69-2026
2026-09-06,G · 周末宏观大稿,"Correlations, Asymmetry And The Split Market",Preparing for the week ahead.,only_paid,21,0,https://thesetupfactory.substack.com/p/correlations-asymmetry-and-the-split
2026-09-04,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,What TSF Is,founding,7,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-f7b
2026-09-02,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio ,"Welcome to TSF.
• A 4x weekly swing trading publication
• A private Discord community of 400+ traders
• The Setup Factory Analytics Platform— a propri",founding,6,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-6e2
2026-09-02,D · Community Meeting,TSF - Community Meeting,The start or the end of the weakness?,only_paid,11,0,https://thesetupfactory.substack.com/p/tsf-community-meeting-dec
2026-08-30,B · TSF Focus Stocks,TSF Focus Stocks 30/8-2026,This weeks focus list is ready.,only_paid,12,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-308-2026
2026-08-30,G · 周末宏观大稿,Canaries,Preparing for the week ahead,everyone,23,0,https://thesetupfactory.substack.com/p/canaries
2026-08-28,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,,founding,3,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-276
2026-08-28,E · TSF 教学/模型,TSF - Correction Risk Model,A Data Backed Approach In Identifying Market Tops,everyone,18,2,https://thesetupfactory.substack.com/p/tsf-correction-risk-model
2026-08-26,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,What TSF Is,founding,7,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-5ce
2026-08-26,G · 周末宏观大稿,Follow The Money,"Genomics, biotech, metals & uranium.",only_paid,12,0,https://thesetupfactory.substack.com/p/follow-the-money
2026-08-24,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,"Welcome to TSF.
• A 4x weekly swing trading publication
• A private Discord community of 400+ traders
• The Setup Factory Analytics Platform— a propri",founding,10,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-b91
2026-08-23,B · TSF Focus Stocks,TSF Focus Stocks 23/8-2026,This weeks focus list is ready.,only_paid,10,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-238-2026
2026-08-23,G · 周末宏观大稿,New Regime?,What TSF Is,only_paid,16,0,https://thesetupfactory.substack.com/p/new-regime-4c0
2026-08-19,G · 周末宏观大稿,"Market Structure, Stocks & The Semis",What TSF Is,only_paid,12,0,https://thesetupfactory.substack.com/p/market-structure-stocks-and-the-semis
2026-08-16,B · TSF Focus Stocks,TSF Focus Stocks 16/8-2026,What TSF Is,only_paid,18,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-168-2026
2026-08-16,G · 周末宏观大稿,Euphoric Conditions Meet Vol Compression,What TSF Is,only_paid,20,0,https://thesetupfactory.substack.com/p/euphoric-conditions-meet-vol-compression
2026-08-14,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,What TSF Is,founding,4,1,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-d44
2026-08-13,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,What TSF Is,founding,6,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-935
2026-08-12,G · 周末宏观大稿,Leaders Decoupling,What TSF Is,only_paid,15,2,https://thesetupfactory.substack.com/p/leaders-decoupling-9ea
2026-08-10,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio -- Correction,What TSF Is,founding,1,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-correction
2026-08-09,B · TSF Focus Stocks,TSF Focus Stocks 9/8-2026,What TSF Is,only_paid,9,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-98-2026
2026-08-09,G · 周末宏观大稿,Institutional Repositioning ,What TSF Is,only_paid,21,0,https://thesetupfactory.substack.com/p/institutional-repositioning
2026-08-06,G · 周末宏观大稿,Leaders Are Born In Corrections,What TSF Is,only_paid,11,0,https://thesetupfactory.substack.com/p/leaders-are-born-in-corrections
2026-08-04,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,"Welcome to TSF.
• A 4x weekly swing trading publication
• A private Discord community of 400+ traders
• The Setup Factory Analytics Platform— a propri",founding,12,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-e79
2026-08-04,G · 周末宏观大稿,Risk On Burst ,What TSF Is,only_paid,17,0,https://thesetupfactory.substack.com/p/risk-on-burst
2026-08-02,B · TSF Focus Stocks,TSF Focus Stocks 2/8-2026,What TSF Is,only_paid,16,2,https://thesetupfactory.substack.com/p/tsf-focus-stocks-28-2026
2026-08-02,G · 周末宏观大稿,The Sentiment Cycle,What TSF Is,only_paid,22,0,https://thesetupfactory.substack.com/p/the-sentiment-cycle-764
2026-07-31,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,What TSF Is,founding,7,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-8af
2026-07-31,G · 周末宏观大稿,Like Clockwork,What TSF Is,only_paid,9,0,https://thesetupfactory.substack.com/p/like-clockwork
2026-07-30,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,What TSF Is,founding,6,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-a9d
2026-07-29,G · 周末宏观大稿,Semiconductors Deep Dive,What TSF Is,only_paid,16,0,https://thesetupfactory.substack.com/p/semiconductors-deep-dive
2026-07-27,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,What TSF Is,founding,5,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-3fa
2026-07-26,F · 短评,Short Ideas,"Welcome to TSF.
• A 4x weekly swing trading publication
• A private Discord community of 400+ traders
• The Setup Factory Analytics Platform— a propri",only_paid,7,0,https://thesetupfactory.substack.com/p/short-ideas
2026-07-26,B · TSF Focus Stocks,TSF Focus Stocks 26/7-2026,What TSF Is,only_paid,9,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-267-2026
2026-07-26,G · 周末宏观大稿,Disbelief?,What TSF Is,only_paid,18,0,https://thesetupfactory.substack.com/p/disbelief-fc7
2026-07-23,F · 短评,Leaders Check,What TSF Is,only_paid,8,0,https://thesetupfactory.substack.com/p/leaders-check-c57
2026-07-21,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,"Everyone has a different strategy, I only share my own thoughts and personal trades — this is not a recommendation to buy, sell or invest in anything,",founding,1,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-59b
2026-07-21,E · TSF 教学/模型,TSF - Guide For Assessing The Breakout Conditions,What TSF Is,only_paid,16,0,https://thesetupfactory.substack.com/p/tsf-guide-for-assessing-the-breakout
2026-07-19,B · TSF Focus Stocks,TSF Focus Stocks 19/7-2026,What TSF Is,only_paid,12,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-197-2026
2026-07-19,G · 周末宏观大稿,Trend Fatigue,What TSF Is,everyone,11,1,https://thesetupfactory.substack.com/p/trend-fatigue
2026-07-17,G · 周末宏观大稿,The Semis & Chart Study Of A Leader,What TSF Is,everyone,9,0,https://thesetupfactory.substack.com/p/the-semis-and-chart-study-of-a-leader
2026-07-16,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,"Everyone has a different strategy, I only share my own thoughts and personal trades — this is not a recommendation to buy, sell or invest in anything,",founding,7,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-a05
2026-07-16,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,"Everyone has a different strategy, I only share my own thoughts and personal trades — this is not a recommendation to buy, sell or invest in anything,",founding,4,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-900
2026-07-15,G · 周末宏观大稿,Leaders Setting Up Under The Hood,What TSF Is,only_paid,9,1,https://thesetupfactory.substack.com/p/leaders-setting-up-under-the-hood-d20
2026-07-14,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,"Everyone has a different strategy, I only share my own thoughts and personal trades — this is not a recommendation to buy, sell or invest in anything,",founding,6,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-3c9
2026-07-12,B · TSF Focus Stocks,TSF Focus Stocks 12/7-2026,What TSF Is,only_paid,12,2,https://thesetupfactory.substack.com/p/tsf-focus-stocks-127-2026
2026-07-12,G · 周末宏观大稿,Inflection Point,What TSF Is,only_paid,13,0,https://thesetupfactory.substack.com/p/inflection-point
2026-07-09,G · 周末宏观大稿,Hunting Leaders,What TSF Is,only_paid,7,0,https://thesetupfactory.substack.com/p/hunting-leaders
2026-07-07,G · 周末宏观大稿,Clock Is Ticking,What TSF Is,only_paid,9,0,https://thesetupfactory.substack.com/p/clock-is-ticking
2026-07-06,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio - June Report,Welcome To The June Report Of The MLP,founding,7,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-june
2026-07-05,B · TSF Focus Stocks,TSF Focus Stocks 5/7-2026,What TSF Is,only_paid,8,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-57-2026
2026-07-05,G · 周末宏观大稿,Point Of Control,What TSF Is,only_paid,16,1,https://thesetupfactory.substack.com/p/point-of-control
2026-07-02,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio ,,founding,6,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-89c
2026-07-02,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,"Everyone has a different strategy, I only share my own thoughts and personal trades — this is not a recommendation to buy, sell or invest in anything,",founding,4,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-b07
2026-07-02,G · 周末宏观大稿,Free Post - Half-Time,What TSF Is:,everyone,17,0,https://thesetupfactory.substack.com/p/free-post-half-time
2026-06-30,F · 短评,Leaders Check,,only_paid,10,0,https://thesetupfactory.substack.com/p/leaders-check
2026-06-28,B · TSF Focus Stocks,TSF - Focus Stocks 28/6-2026,What TSF Is:,only_paid,10,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-286-2026
2026-06-28,G · 周末宏观大稿,Structure Intact As Rotation Accelerates,What TSF Is:,only_paid,16,1,https://thesetupfactory.substack.com/p/structure-intact-as-rotation-accelerates
2026-06-26,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,"Welcome to TSF.
• A 4x weekly swing trading publication
• A private Discord community of 400+ traders
• The Setup Factory Analytics Platform— a propri",founding,8,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-3b6
2026-06-26,E · TSF 教学/模型,TSF - Guide Of The HVE Wick-Play,What TSF Is:,only_paid,15,0,https://thesetupfactory.substack.com/p/tsf-guide-of-the-hve-wick-play
2026-06-24,G · 周末宏观大稿,Focusing On The Leaders,What TSF Is:,only_paid,16,0,https://thesetupfactory.substack.com/p/focusing-on-the-leaders-ffc
2026-06-22,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio,"Welcome to TSF.
• A 4x weekly swing trading publication
• A private Discord community of 400+ traders
• The Setup Factory Analytics Platform— a propri",founding,12,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio
2026-06-21,B · TSF Focus Stocks,TSF Focus Stocks — 21/6-2026,What TSF Is:,only_paid,12,2,https://thesetupfactory.substack.com/p/tsf-focus-stocks-216-2026
2026-06-21,G · 周末宏观大稿,Leaders Decoupling,What TSF Is:,only_paid,18,2,https://thesetupfactory.substack.com/p/leaders-decoupling
2026-06-18,G · 周末宏观大稿,Chop & Fade With Pockets Of Strength,The Market Is In Summer Chop Mode,only_paid,9,5,https://thesetupfactory.substack.com/p/chop-and-fade-with-pockets-of-strength
2026-06-16,A · Momentum Leaders Portfolio,The Momentum Leaders Portfolio - Harvesting Profit,,founding,5,0,https://thesetupfactory.substack.com/p/the-momentum-leaders-portfolio-harvesting
2026-06-16,G · 周末宏观大稿,Leaders Leading,What TSF Is:,only_paid,17,0,https://thesetupfactory.substack.com/p/leaders-leading
2026-06-14,B · TSF Focus Stocks,TSF Focus Stocks — 14/6-2026,What TSF Is:,only_paid,14,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-146-2026
2026-06-14,G · 周末宏观大稿,Trap Or New Beginning?,What TSF Is:,only_paid,17,0,https://thesetupfactory.substack.com/p/trap-or-new-beginning
2026-06-12,G · 周末宏观大稿,The Ruthless Squeeze,What TSF Is:,only_paid,11,0,https://thesetupfactory.substack.com/p/the-ruthless-squeeze
2026-06-10,G · 周末宏观大稿,Traders Get Chopped Up While Market Screws Both Bulls And Bears,What TSF Is:,only_paid,12,0,https://thesetupfactory.substack.com/p/traders-get-chopped-up-while-market
2026-06-07,B · TSF Focus Stocks,TSF Focus Stocks — 7/6-2026,What TSF Is:,only_paid,16,2,https://thesetupfactory.substack.com/p/tsf-focus-stocks-75-2026
2026-06-07,C · Focus Stocks 预告帖,Don't Panic Yet,The TSF - Focus Stocks Will Be Sent Out Tonight,everyone,24,0,https://thesetupfactory.substack.com/p/dont-panic-yet
2026-06-04,G · 周末宏观大稿,Traders Suddenly Remember The Colour Red,What TSF Is:,only_paid,12,0,https://thesetupfactory.substack.com/p/traders-suddenly-remember-the-colour
2026-06-02,G · 周末宏观大稿,Preparing For Phase II,What TSF Is:,only_paid,16,0,https://thesetupfactory.substack.com/p/preparing-for-phase-ii
2026-05-31,B · TSF Focus Stocks,TSF Focus Stocks — 31/5-2026,What TSF Is:,only_paid,9,2,https://thesetupfactory.substack.com/p/tsf-focus-stocks-315-2026
2026-05-31,C · Focus Stocks 预告帖,Blue Skies With Two Elephants In The Room,The TSF - Focus Stocks Will Be Sent Out Tonight,only_paid,14,0,https://thesetupfactory.substack.com/p/blue-skies-with-two-elephants-in
2026-05-29,E · TSF 教学/模型,TSF - Guide On Developing A Trading Process While Working Full Time,First — If You Are Short On Time,only_paid,12,2,https://thesetupfactory.substack.com/p/tsf-guide-on-developing-a-trading
2026-05-27,G · 周末宏观大稿,Stocks Explode as Traders Forget The Colour Red,What TSF Is:,only_paid,9,0,https://thesetupfactory.substack.com/p/stocks-explode-as-traders-forget
2026-05-24,B · TSF Focus Stocks,TSF Focus Stocks — 24/5-2026,What TSF Is:,only_paid,13,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-245-2026
2026-05-24,C · Focus Stocks 预告帖,Dispersion & Correlation,The TSF - Focus Stocks Will Be Sent Out Tonight,only_paid,19,0,https://thesetupfactory.substack.com/p/dispersion-and-correlation
2026-05-21,E · TSF 教学/模型,TSF - Guide For Trading On Weekly Charts,Today We Will Dive Deep Into Assessing Weekly Structure In Stocks,only_paid,19,3,https://thesetupfactory.substack.com/p/tsf-guide-for-trading-on-weekly-charts
2026-05-19,G · 周末宏观大稿,Shakeout And Rotation,Ugly Shakeout In High Beta Stocks Yesterday,only_paid,15,0,https://thesetupfactory.substack.com/p/shakeout-and-rotation
2026-05-17,B · TSF Focus Stocks,TSF Focus Stocks — 17/5-2026,What TSF Is:,only_paid,10,3,https://thesetupfactory.substack.com/p/tsf-focus-stocks-175-2026
2026-05-17,C · Focus Stocks 预告帖,Stalling,The TSF - Focus Stocks Will Be Sent Out Tonight,only_paid,15,0,https://thesetupfactory.substack.com/p/stalling
2026-05-14,G · 周末宏观大稿,Bears On Life Support,We Continue To Grind Higher,only_paid,8,0,https://thesetupfactory.substack.com/p/bears-on-life-support
2026-05-12,E · TSF 教学/模型,TSF - Analytics Stock Screening Engine Is Here,Today Is Launch Day!,only_paid,20,8,https://thesetupfactory.substack.com/p/tsf-analytics-stock-screening-engine
2026-05-10,B · TSF Focus Stocks,TSF Focus Stocks — 10/5-2026,What TSF Is:,only_paid,15,1,https://thesetupfactory.substack.com/p/tsf-focus-stocks-105-2026
2026-05-10,C · Focus Stocks 预告帖,Gamma Squeeze With A Vol Springboard,The TSF - Focus Stocks Will Be Sent Out Tonight,only_paid,13,2,https://thesetupfactory.substack.com/p/gamma-squeeze-with-a-vol-springboard
2026-05-07,G · 周末宏观大稿,The Madness Continues,We Are In Melt Up Mode,only_paid,13,0,https://thesetupfactory.substack.com/p/the-madness-continues
2026-05-05,E · TSF 教学/模型,TSF - Guide For Assessing Relative Strength,Today We Are Going To Dive Into One Of The Most Important Topics — Relative Strength,only_paid,13,2,https://thesetupfactory.substack.com/p/tsf-guide-for-assessing-relative
2026-05-03,B · TSF Focus Stocks,TSF Focus Stocks — 3/5-2026,What TSF Is:,only_paid,13,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-35-2026
2026-05-03,C · Focus Stocks 预告帖,Disbelief,The TSF - Focus Stocks Will Be Sent Out Tonight,only_paid,13,2,https://thesetupfactory.substack.com/p/disbelief
2026-04-30,G · 周末宏观大稿,Leaders Setting Up Under The Hood,Before We Start Lets Admire STX,only_paid,17,0,https://thesetupfactory.substack.com/p/leaders-setting-up-under-the-hood-e9c
2026-04-28,G · 周末宏观大稿,Selective Strength,What TSF Is:,only_paid,9,0,https://thesetupfactory.substack.com/p/selective-strength
2026-04-26,B · TSF Focus Stocks,TSF Focus Stocks — 26/4-2026,What TSF Is:,only_paid,11,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-264-2026
2026-04-26,C · Focus Stocks 预告帖,Complacency ,The TSF - Focus Stocks Will Be Sent Out Tonight,only_paid,15,2,https://thesetupfactory.substack.com/p/complacency
2026-04-23,G · 周末宏观大稿,Focusing On The Right World Of Stocks Is Everything,The Madness Continues,only_paid,16,0,https://thesetupfactory.substack.com/p/focusing-on-the-right-world-of-stocks
2026-04-21,G · 周末宏观大稿,Stocks Preparing For Launch,Market Shrugged At Bad News Again,only_paid,13,0,https://thesetupfactory.substack.com/p/stocks-preparing-for-launch-ba4
2026-04-19,B · TSF Focus Stocks,TSF Focus Stocks — 19/4-2026,What TSF Is:,only_paid,12,3,https://thesetupfactory.substack.com/p/tsf-focus-stocks-194-2026
2026-04-19,C · Focus Stocks 预告帖,Positioning Squeeze,The TSF - Focus Stocks Will Be Sent Out Tonight,only_paid,17,0,https://thesetupfactory.substack.com/p/positioning-squeeze
2026-04-16,G · 周末宏观大稿,Rotation While Leaders Rest,What TSF Is:,only_paid,11,0,https://thesetupfactory.substack.com/p/rotation-while-leaders-rest
2026-04-14,G · 周末宏观大稿,High Octane Special,Lockout Rally In Full Effect,only_paid,16,0,https://thesetupfactory.substack.com/p/high-octane-special-818
2026-04-12,B · TSF Focus Stocks,TSF Focus Stocks — 12/4-2026,What TSF Is:,only_paid,16,2,https://thesetupfactory.substack.com/p/tsf-focus-stocks-124-2026
2026-04-12,C · Focus Stocks 预告帖,The Most Hated Rally In Years,The TSF - Focus Stocks Will Be Sent Out Tonight,only_paid,20,2,https://thesetupfactory.substack.com/p/the-most-hated-rally-in-years-828
2026-04-09,G · 周末宏观大稿,Now What?,Followthrough Day Triggered,only_paid,14,0,https://thesetupfactory.substack.com/p/now-what
2026-04-08,D · Community Meeting,TSF - Community Meeting,,only_paid,16,0,https://thesetupfactory.substack.com/p/tsf-community-meeting-f9e
2026-04-07,G · 周末宏观大稿,Bull Trap Or New Beginning?,What TSF Is:,only_paid,12,3,https://thesetupfactory.substack.com/p/bull-trap-or-new-beginning
2026-04-05,B · TSF Focus Stocks,TSF Focus Stocks — 5/4-2026,TSF Focus Stocks - Core Setups To Watch Every Week,only_paid,12,2,https://thesetupfactory.substack.com/p/tsf-focus-stocks-54-2026
2026-04-04,C · Focus Stocks 预告帖,In Limbo,The TSF - Focus Stocks Will Be Sent Out Tonight,only_paid,17,0,https://thesetupfactory.substack.com/p/in-limbo
2026-04-01,G · 周末宏观大稿,So Far So Good,We Got The Expected Snapback,only_paid,17,0,https://thesetupfactory.substack.com/p/so-far-so-good
2026-03-31,G · 周末宏观大稿,Pennies In Front Of A Steamroller,Knowing When To Stop Chasing The Leaders Is Key,only_paid,15,1,https://thesetupfactory.substack.com/p/pennies-in-front-of-a-steamroller
2026-03-29,B · TSF Focus Stocks,TSF Focus Stocks — 29/3-2026,TSF Focus Stocks - Core Setups To Watch Every Week,only_paid,12,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-293-2026
2026-03-29,C · Focus Stocks 预告帖,The Roadmap,The TSF - Focus Stocks Will Be Sent Out Tonight,only_paid,19,4,https://thesetupfactory.substack.com/p/the-roadmap
2026-03-26,G · 周末宏观大稿,Big Move Is Coming,Block Out The Noise,only_paid,17,0,https://thesetupfactory.substack.com/p/big-move-is-coming
2026-03-24,G · 周末宏观大稿,Leaders Setting Up Under The Hood,Rebound Off Lows Yesterday,only_paid,10,0,https://thesetupfactory.substack.com/p/leaders-setting-up-under-the-hood
2026-03-22,B · TSF Focus Stocks,TSF Focus Stocks — 22/3-2026,TSF Focus Stocks - Core Setups To Watch Every Week,only_paid,15,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-223-2026
2026-03-22,C · Focus Stocks 预告帖,The Panic Cycle,The TSF - Focus Stocks Will Be Sent Out Tonight,everyone,24,0,https://thesetupfactory.substack.com/p/the-panic-cycle
2026-03-19,G · 周末宏观大稿,"Executional Flexibility, Leaders & The Next Phase",What TSF Is:,only_paid,10,0,https://thesetupfactory.substack.com/p/executional-flexibility-leaders-and
2026-03-17,G · 周末宏观大稿,Something New Brewing,Broad Strength Yesterday,only_paid,15,0,https://thesetupfactory.substack.com/p/something-new-brewing
2026-03-15,B · TSF Focus Stocks,TSF Focus Stocks — 15/3-2026,What TSF Is:,only_paid,14,1,https://thesetupfactory.substack.com/p/tsf-focus-stocks-153-2026
2026-03-15,C · Focus Stocks 预告帖,On The Cusp,The TSF - Focus Stocks Will Be Sent Out Tonight,everyone,26,2,https://thesetupfactory.substack.com/p/on-the-cusp-684
2026-03-13,D · Community Meeting,TSF - Community Meeting,Patience And More Patience,only_paid,10,2,https://thesetupfactory.substack.com/p/tsf-community-meeting-ebc
2026-03-12,G · 周末宏观大稿,Trapped Bulls And Trapped Bears,What TSF Is:,only_paid,8,0,https://thesetupfactory.substack.com/p/trapped-bulls-and-trapped-bears
2026-03-10,G · 周末宏观大稿,Maximum Pain,Heading Into The Week We Were Expecting An Ugly Undercut,only_paid,6,0,https://thesetupfactory.substack.com/p/maximum-pain
2026-03-08,B · TSF Focus Stocks,TSF Focus Stocks — 8/3-2026,What TSF Is:,only_paid,11,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-83-2026
2026-03-08,C · Focus Stocks 预告帖,The Sentiment Cycle,The TSF - Focus Stocks Will Be Sent Out Tonight,everyone,18,0,https://thesetupfactory.substack.com/p/the-sentiment-cycle-fae
2026-03-05,G · 周末宏观大稿,Market Rebounds As Traders Yet Again Build Hope,What TSF Is:,only_paid,6,1,https://thesetupfactory.substack.com/p/market-rebounds-as-traders-yet-again
2026-03-03,G · 周末宏观大稿,Focus List Party,Sunday’s Focus Stock Send Out Delivered,only_paid,5,0,https://thesetupfactory.substack.com/p/focus-list-party
2026-03-01,B · TSF Focus Stocks,TSF Focus Stocks — 1/3-2026,TSF Focus Stocks - Core Setups To Watch Every Week,only_paid,9,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-13-2026
2026-03-01,C · Focus Stocks 预告帖,Block Out The Noise,The TSF - Focus Stocks Will Be Sent Out Tonight,only_paid,12,0,https://thesetupfactory.substack.com/p/block-out-the-noise-749
2026-02-26,G · 周末宏观大稿,"Tech Rotation, Bitcoin, Massive Moves And Some New Setups",Yesterday We Saw A Broadening Rally Within Risk On Themes,only_paid,14,0,https://thesetupfactory.substack.com/p/tech-rotation-bitcoin-massive-moves
2026-02-24,G · 周末宏观大稿,Market Consolidates As Trader's Frustration Rises,A Sideways Market Is The Most Difficult Market For A Trader,only_paid,12,1,https://thesetupfactory.substack.com/p/market-consolidates-as-traders-frustration
2026-02-22,B · TSF Focus Stocks,TSF Focus Stocks — 22/2-2026,TSF Focus Stocks - Core Setups To Watch Every Week,only_paid,8,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-222-2026
2026-02-22,C · Focus Stocks 预告帖,New Regime?,The TSF - Focus Stocks Will Be Sent Out Tonight,only_paid,19,4,https://thesetupfactory.substack.com/p/new-regime
2026-02-18,G · 周末宏观大稿,Day By Day,Nice Shakeout And Recovery Yesterday,only_paid,12,0,https://thesetupfactory.substack.com/p/day-by-day
2026-02-16,B · TSF Focus Stocks,TSF Focus Stocks — 16/2-2026,TSF Focus Stocks - Core Setups To Watch Every Week,only_paid,17,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-162-2026
2026-02-15,C · Focus Stocks 预告帖,Peak Rotation Trade,The TSF - Focus Stocks Will Be Sent Out Tomorrow,everyone,17,0,https://thesetupfactory.substack.com/p/peak-rotation-trade
2026-02-12,G · 周末宏观大稿,Put These Stocks On Your Watchlist Immediately - Earnings Gaps Special,Every Earnings Season We Do One Or Two Posts Summarizing The Best Earnings Gaps,only_paid,7,0,https://thesetupfactory.substack.com/p/put-these-stocks-on-your-watchlist-457
2026-02-10,G · 周末宏观大稿,Followthrough,Lets Start With Admiring GLW,only_paid,6,0,https://thesetupfactory.substack.com/p/followthrough
2026-02-08,B · TSF Focus Stocks,TSF Focus Stocks — 8/2-2026,TSF Focus Stocks - Core Setups To Watch Every Week,only_paid,10,0,https://thesetupfactory.substack.com/p/tsf-focus-stocks-82-2026
2026-02-08,C · Focus Stocks 预告帖,Mixed Signals,The TSF - Focus Stocks Will Be Sent Out Tonight,only_paid,19,6,https://thesetupfactory.substack.com/p/mixed-signals
2026-02-06,G · 周末宏观大稿,What To Expect From Here,Weeks Like These Are Never Fun,only_paid,16,0,https://thesetupfactory.substack.com/p/what-to-expect-from-here
2026-02-05,E · TSF 教学/模型,"TSF - Guide For Portfolio Management, Equity Drawdown Reduction & Progressive Exposure",Today We Are Going Through One Of The Most Important Topics,only_paid,16,1,https://thesetupfactory.substack.com/p/tsf-guide-for-portfolio-management
2026-02-03,G · 周末宏观大稿,What Is A Climax Top?,Lets Start With Admiring AXTI,only_paid,11,4,https://thesetupfactory.substack.com/p/what-is-a-climax-top
