report_date,open_interest_all,asset_mgr_positions_long,asset_mgr_positions_short,lev_money_positions_long,lev_money_positions_short,dealer_positions_long_all,dealer_positions_short_all
2026-04-07,346605,51483,35913,55648,100607,68838,36037
2026-04-14,365168,48923,47654,65256,95078,77943,51710
2026-04-21,338391,56605,57803,49672,92055,82615,39623
2026-04-28,362343,57703,63482,60287,100608,88618,42449
2026-05-05,387090,57825,67874,77895,116698,97972,47797
2026-05-12,403191,65802,67684,71913,119492,101757,51668
2026-05-19,440161,67076,68963,76102,128006,109466,58669
2026-05-26,384562,67044,66677,65926,115262,94566,42916
2026-06-02,410614,64339,76855,80763,113796,93958,44621
2026-06-09,410407,57458,83852,67684,102974,98659,39646
2026-06-16,408302,43380,73687,86619,99914,88443,44611
2026-06-23,353236,45448,70067,71314,90177,81181,35494
2026-06-30,354497,40440,73098,73565,75582,74221,37072
2026-07-07,372859,42096,80934,85768,80656,75152,38373
2026-07-14,389088,44022,87351,100776,90587,75704,41369
2026-07-21,396485,45770,87309,96868,93770,80571,43931
2026-07-28,343094,48684,79998,79888,92177,75824,29442
2026-08-04,369655,44514,78214,94849,91076,72193,39097
2026-08-11,382010,49073,76177,83434,95561,79670,39502
